rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
18015,widower,n,1232,1.24,0.05,0.01,0.00,0.92,57,136,139,82,396,140,214,68,0.46,1.06,1.09,0.65,3.35,1.11,1.76,0.57
18025,hound,v,1230,1.24,0.03,0.00,0.00,0.96,181,123,170,195,187,175,149,50,1.46,0.96,1.33,1.55,1.58,1.39,1.22,0.42
18035,institutionalized,j,1228,1.24,0.05,0.00,0.00,0.85,164,137,18,47,32,121,90,619,1.32,1.07,0.14,0.37,0.27,0.96,0.74,5.17
18045,wickedness,n,1226,1.23,0.02,0.00,0.00,0.88,187,574,84,18,126,68,36,133,1.50,4.46,0.66,0.14,1.06,0.54,0.30,1.11
18055,andean,j,1224,1.23,1.00,0.00,0.00,0.76,33,52,7,28,28,219,127,730,0.27,0.40,0.05,0.22,0.24,1.74,1.04,6.09
18065,enthrall,v,1223,1.23,0.03,0.01,0.00,0.94,160,196,28,79,265,237,170,88,1.29,1.52,0.22,0.63,2.24,1.88,1.40,0.73
18075,springboard,n,1221,1.23,0.15,0.04,0.00,0.92,158,144,34,78,42,175,256,334,1.27,1.12,0.27,0.62,0.35,1.39,2.10,2.79
18085,pained,j,1220,1.23,0.02,0.00,0.00,0.87,60,122,22,73,678,111,113,41,0.48,0.95,0.17,0.58,5.73,0.88,0.93,0.34
18095,horrified,j,1218,1.23,0.13,0.01,0.00,0.90,110,123,52,103,542,138,113,37,0.89,0.96,0.41,0.82,4.58,1.09,0.93,0.31
18105,whoo-hoo,u,1217,1.23,0.96,0.00,832.00,0.83,3,5,1172,26,9,0,1,1,0.02,0.04,9.15,0.21,0.08,0.00,0.01,0.01
18115,supercomputer,n,1216,1.22,0.04,0.01,0.00,0.89,113,203,56,90,86,438,110,120,0.91,1.58,0.44,0.71,0.73,3.47,0.90,1.00
18125,coy,j,1214,1.22,0.06,0.01,0.00,0.95,134,126,160,115,313,175,124,67,1.08,0.98,1.25,0.91,2.65,1.39,1.02,0.56
18135,nationalistic,j,1213,1.22,0.02,0.00,0.00,0.86,129,103,13,118,19,140,132,559,1.04,0.80,0.10,0.94,0.16,1.11,1.08,4.67
18145,smudge,n,1212,1.22,0.02,0.00,0.00,0.87,48,82,125,42,648,179,52,36,0.39,0.64,0.98,0.33,5.48,1.42,0.43,0.30
18155,circular,n,1209,1.22,0.20,0.01,0.00,0.91,123,233,53,39,139,274,78,270,0.99,1.81,0.41,0.31,1.17,2.17,0.64,2.25
18165,saunter,v,1208,1.22,0.01,0.00,0.00,0.85,55,71,32,15,742,160,105,30,0.44,0.55,0.25,0.12,6.27,1.27,0.86,0.25
18175,amorphous,j,1206,1.21,0.02,0.00,0.00,0.88,126,124,29,66,140,190,103,428,1.01,0.96,0.23,0.52,1.18,1.51,0.85,3.57
18185,rattlesnake,n,1205,1.21,0.04,0.00,0.00,0.87,57,57,140,50,300,349,218,34,0.46,0.44,1.09,0.40,2.54,2.77,1.79,0.28
18195,councilman,n,1204,1.21,0.13,0.00,0.00,0.90,88,73,199,118,125,77,458,66,0.71,0.57,1.55,0.94,1.06,0.61,3.76,0.55
18205,zodiac,n,1203,1.21,0.69,0.03,0.00,0.80,107,224,297,81,143,217,93,41,0.86,1.74,2.32,0.64,1.21,1.72,0.76,0.34
18215,hard-pressed,j,1201,1.21,0.02,0.00,0.00,0.93,124,131,40,101,107,272,322,104,1.00,1.02,0.31,0.80,0.90,2.16,2.64,0.87
18225,pelt,v,1200,1.21,0.02,0.00,0.00,0.91,77,77,60,84,471,204,184,43,0.62,0.60,0.47,0.67,3.98,1.62,1.51,0.36
18235,trinket,n,1199,1.21,0.02,0.00,0.00,0.93,147,122,138,57,342,201,143,49,1.18,0.95,1.08,0.45,2.89,1.59,1.17,0.41
18245,pushy,j,1198,1.21,0.04,0.01,0.00,0.95,184,143,289,87,212,142,108,33,1.48,1.11,2.26,0.69,1.79,1.13,0.89,0.28
18255,downtime,n,1196,1.20,0.03,0.00,0.00,0.91,217,148,84,49,108,366,118,106,1.75,1.15,0.66,0.39,0.91,2.90,0.97,0.88
18265,graft,v,1194,1.20,0.07,0.00,0.00,0.92,138,177,97,47,131,290,98,216,1.11,1.38,0.76,0.37,1.11,2.30,0.80,1.80
18275,fission,n,1192,1.20,0.05,0.01,0.00,0.85,267,233,61,12,48,168,33,370,2.15,1.81,0.48,0.10,0.41,1.33,0.27,3.09
18285,snarky,j,1191,1.20,0.01,0.00,0.00,0.88,521,315,47,81,58,94,67,8,4.19,2.45,0.37,0.64,0.49,0.75,0.55,0.07
18295,censor,n,1189,1.20,0.09,0.02,0.00,0.90,123,154,62,176,130,165,163,216,0.99,1.20,0.48,1.40,1.10,1.31,1.34,1.80
18305,convertible,j,1188,1.20,0.12,0.01,0.00,0.91,126,108,57,65,123,369,216,124,1.01,0.84,0.45,0.52,1.04,2.93,1.77,1.04
18315,reprieve,n,1186,1.19,0.03,0.00,0.00,0.94,125,150,72,111,239,184,239,66,1.01,1.17,0.56,0.88,2.02,1.46,1.96,0.55
18325,coal-fired,j,1184,1.19,0.04,0.00,0.00,0.88,228,166,3,68,9,246,300,164,1.83,1.29,0.02,0.54,0.08,1.95,2.46,1.37
18335,punt,v,1184,1.19,0.02,0.00,0.00,0.90,336,185,52,101,44,104,341,21,2.70,1.44,0.41,0.80,0.37,0.82,2.80,0.18
18345,apnea,n,1182,1.19,0.01,0.00,0.00,0.79,134,190,58,103,11,291,76,319,1.08,1.48,0.45,0.82,0.09,2.31,0.62,2.66
18355,nativity,n,1181,1.19,0.51,0.01,0.00,0.87,120,144,67,139,92,150,265,204,0.97,1.12,0.52,1.10,0.78,1.19,2.18,1.70
18365,cost-benefit,j,1180,1.19,0.05,0.00,0.00,0.74,133,157,11,56,13,122,96,592,1.07,1.22,0.09,0.44,0.11,0.97,0.79,4.94
18375,high-priced,j,1178,1.19,0.03,0.00,0.00,0.91,112,91,55,130,74,296,361,59,0.90,0.71,0.43,1.03,0.63,2.35,2.97,0.49
18385,perpendicular,j,1177,1.19,0.01,0.00,0.00,0.88,52,120,22,14,165,386,48,370,0.42,0.93,0.17,0.11,1.39,3.06,0.39,3.09
18395,headstone,n,1175,1.18,0.03,0.01,0.00,0.90,53,91,126,86,446,122,202,49,0.43,0.71,0.98,0.68,3.77,0.97,1.66,0.41
18405,coolly,r,1174,1.18,0.02,0.00,0.00,0.86,46,91,9,27,611,193,156,41,0.37,0.71,0.07,0.21,5.16,1.53,1.28,0.34
18415,gruff,j,1174,1.18,0.12,0.01,0.00,0.89,62,93,108,63,470,174,178,26,0.50,0.72,0.84,0.50,3.97,1.38,1.46,0.22
18425,chickpea,n,1173,1.18,0.05,0.01,0.00,0.79,56,41,23,35,45,562,257,154,0.45,0.32,0.18,0.28,0.38,4.46,2.11,1.29
18435,diversified,j,1171,1.18,0.07,0.00,0.00,0.89,89,143,15,58,10,315,255,286,0.72,1.11,0.12,0.46,0.08,2.50,2.09,2.39
18445,rewind,v,1170,1.18,0.21,0.01,0.00,0.95,130,130,296,118,230,117,106,43,1.05,1.01,2.31,0.94,1.94,0.93,0.87,0.36
18455,oy,u,1169,1.18,0.82,0.05,0.00,0.91,142,109,527,75,171,41,39,65,1.14,0.85,4.11,0.59,1.45,0.33,0.32,0.54
18465,glassy,j,1168,1.18,0.03,0.00,0.00,0.86,49,70,41,20,643,210,79,56,0.39,0.54,0.32,0.16,5.43,1.67,0.65,0.47
18475,ice,v,1166,1.17,0.07,0.00,0.00,0.93,181,176,176,82,171,218,142,20,1.46,1.37,1.37,0.65,1.45,1.73,1.17,0.17
18485,scorn,v,1165,1.17,0.04,0.01,0.00,0.95,128,151,95,94,229,179,156,132,1.03,1.17,0.74,0.75,1.94,1.42,1.28,1.10
18495,barometer,n,1164,1.17,0.06,0.00,0.00,0.93,169,126,56,109,94,249,232,129,1.36,0.98,0.44,0.86,0.79,1.97,1.91,1.08
18505,all-star,n,1162,1.17,0.67,0.01,0.00,0.89,162,142,95,165,17,176,400,5,1.30,1.10,0.74,1.31,0.14,1.40,3.29,0.04
18515,sql,n,1161,1.17,1.00,1.00,0.00,0.75,501,518,1,4,6,28,17,86,4.03,4.03,0.01,0.03,0.05,0.22,0.14,0.72
18525,harbinger,n,1160,1.17,0.03,0.01,0.00,0.94,124,130,45,70,129,250,214,198,1.00,1.01,0.35,0.55,1.09,1.98,1.76,1.65
18535,ancillary,j,1158,1.17,0.06,0.00,0.00,0.90,147,146,29,74,40,140,138,444,1.18,1.14,0.23,0.59,0.34,1.11,1.13,3.71
18545,amiss,j,1156,1.16,0.01,0.00,1084.00,0.95,143,166,86,77,319,180,118,67,1.15,1.29,0.67,0.61,2.70,1.43,0.97,0.56
18555,charging,n,1155,1.16,0.09,0.00,0.00,0.90,275,180,114,65,68,297,94,62,2.21,1.40,0.89,0.52,0.57,2.36,0.77,0.52
18565,undead,n,1153,1.16,0.01,0.00,0.00,0.85,179,236,233,15,196,204,41,49,1.44,1.83,1.82,0.12,1.66,1.62,0.34,0.41
18575,non-christian,j,1152,1.16,0.04,0.00,0.00,0.89,267,256,17,30,18,150,83,331,2.15,1.99,0.13,0.24,0.15,1.19,0.68,2.76
18585,cadaver,n,1151,1.16,0.03,0.01,0.00,0.88,39,72,192,131,315,125,78,199,0.31,0.56,1.50,1.04,2.66,0.99,0.64,1.66
18595,mistreatment,n,1149,1.16,0.01,0.00,0.00,0.93,167,175,29,126,45,157,227,223,1.34,1.36,0.23,1.00,0.38,1.25,1.86,1.86
18605,assail,v,1148,1.16,0.02,0.00,0.00,0.93,88,171,17,71,216,182,257,146,0.71,1.33,0.13,0.56,1.83,1.44,2.11,1.22
18615,botanist,n,1146,1.15,0.08,0.00,0.00,0.87,43,57,76,45,160,435,113,217,0.35,0.44,0.59,0.36,1.35,3.45,0.93,1.81
18625,schism,n,1145,1.15,0.12,0.02,0.00,0.91,204,225,23,72,61,200,123,237,1.64,1.75,0.18,0.57,0.52,1.59,1.01,1.98
18635,gynecologist,n,1143,1.15,0.06,0.00,0.00,0.92,73,98,176,147,129,328,157,35,0.59,0.76,1.37,1.17,1.09,2.60,1.29,0.29
18645,notepad,n,1142,1.15,0.03,0.01,0.00,0.88,146,133,50,37,541,138,69,27,1.18,1.03,0.39,0.29,4.57,1.09,0.57,0.23
18655,redistricting,n,1140,1.15,0.05,0.00,0.00,0.87,222,271,3,140,2,75,355,72,1.79,2.11,0.02,1.11,0.02,0.59,2.92,0.60
18665,longhorn,n,1139,1.15,0.87,0.00,0.00,0.76,93,136,58,19,46,124,656,7,0.75,1.06,0.45,0.15,0.39,0.98,5.39,0.06
18675,handicap,v,1138,1.15,0.02,0.00,0.00,0.91,142,164,104,112,80,136,147,252,1.14,1.28,0.81,0.89,0.68,1.08,1.21,2.10
18685,populism,n,1136,1.14,0.08,0.00,0.00,0.87,127,90,5,191,7,271,163,282,1.02,0.70,0.04,1.51,0.06,2.15,1.34,2.35
18695,pruning,n,1134,1.14,0.10,0.01,0.00,0.84,94,86,36,30,119,568,121,80,0.76,0.67,0.28,0.24,1.01,4.50,0.99,0.67
18705,thoroughfare,n,1133,1.14,0.01,0.00,0.00,0.92,77,85,28,78,240,212,304,109,0.62,0.66,0.22,0.62,2.03,1.68,2.50,0.91
18715,clot,v,1132,1.14,0.02,0.00,0.00,0.92,62,115,149,86,246,317,95,61,0.50,0.89,1.16,0.68,2.08,2.51,0.78,0.51
18725,unfunded,j,1131,1.14,0.06,0.01,0.00,0.86,286,267,8,195,3,91,169,112,2.30,2.08,0.06,1.55,0.03,0.72,1.39,0.93
18735,medial,j,1130,1.14,0.03,0.00,0.00,0.79,61,199,37,14,15,61,77,666,0.49,1.55,0.29,0.11,0.13,0.48,0.63,5.56
18745,finisher,n,1129,1.14,0.04,0.01,0.00,0.90,194,176,30,44,44,173,398,70,1.56,1.37,0.23,0.35,0.37,1.37,3.27,0.58
18755,sizeable,j,1128,1.14,0.01,0.00,0.00,0.94,190,160,57,96,117,119,89,300,1.53,1.24,0.45,0.76,0.99,0.94,0.73,2.50
18765,slander,n,1127,1.13,0.05,0.00,0.00,0.91,261,271,119,125,71,76,73,131,2.10,2.11,0.93,0.99,0.60,0.60,0.60,1.09
18775,tonal,j,1126,1.13,0.05,0.00,0.00,0.84,83,86,9,28,46,262,78,534,0.67,0.67,0.07,0.22,0.39,2.08,0.64,4.46
18785,lingo,n,1125,1.13,0.05,0.02,0.00,0.94,149,117,114,126,125,270,160,64,1.20,0.91,0.89,1.00,1.06,2.14,1.31,0.53
18795,whining,n,1123,1.13,0.03,0.01,0.00,0.93,314,219,169,62,152,104,94,9,2.53,1.70,1.32,0.49,1.28,0.82,0.77,0.08
18805,untimely,j,1122,1.13,0.02,0.00,0.00,0.96,143,171,141,80,161,162,115,149,1.15,1.33,1.10,0.63,1.36,1.28,0.94,1.24
18815,slain,j,1120,1.13,0.05,0.01,0.00,0.91,62,176,54,139,83,168,390,48,0.50,1.37,0.42,1.10,0.70,1.33,3.20,0.40
18825,quaker,j,1118,1.13,0.99,0.01,0.00,0.90,126,107,42,88,117,274,204,160,1.01,0.83,0.33,0.70,0.99,2.17,1.68,1.34
18835,departed,j,1117,1.12,0.20,0.01,0.00,0.91,126,176,87,51,227,129,242,79,1.01,1.37,0.68,0.40,1.92,1.02,1.99,0.66
18845,skewed,j,1116,1.12,0.03,0.00,0.00,0.93,291,196,15,53,95,137,94,235,2.34,1.52,0.12,0.42,0.80,1.09,0.77,1.96
18855,tested,j,1114,1.12,0.07,0.01,0.00,0.89,148,144,25,61,32,232,113,359,1.19,1.12,0.20,0.48,0.27,1.84,0.93,3.00
18865,namespace,n,1113,1.12,0.00,0.00,0.00,0.27,71,1028,0,0,0,0,1,13,0.57,7.99,0.00,0.00,0.00,0.00,0.01,0.11
18875,eccentricity,n,1112,1.12,0.05,0.01,0.00,0.92,81,137,58,45,224,259,137,171,0.65,1.07,0.45,0.36,1.89,2.05,1.13,1.43
18885,uptick,n,1111,1.12,0.00,0.00,0.00,0.89,199,151,28,163,25,200,308,37,1.60,1.17,0.22,1.29,0.21,1.59,2.53,0.31
18895,cauliflower,n,1110,1.12,0.06,0.03,0.00,0.84,80,81,73,45,72,485,256,18,0.64,0.63,0.57,0.36,0.61,3.85,2.10,0.15
18905,navigational,j,1108,1.12,0.07,0.01,0.00,0.91,65,135,206,44,133,235,97,193,0.52,1.05,1.61,0.35,1.12,1.86,0.80,1.61
18915,quaker,n,1108,1.12,1.00,0.00,0.00,0.91,186,173,54,48,151,179,131,186,1.50,1.35,0.42,0.38,1.28,1.42,1.08,1.55
18925,revulsion,n,1107,1.11,0.02,0.00,0.00,0.92,99,110,30,62,394,155,110,147,0.80,0.86,0.23,0.49,3.33,1.23,0.90,1.23
18935,bewildering,j,1105,1.11,0.01,0.00,0.00,0.94,115,133,19,61,163,258,169,187,0.93,1.03,0.15,0.48,1.38,2.05,1.39,1.56
18945,uneasily,r,1104,1.11,0.01,0.00,0.00,0.82,24,60,5,11,729,101,81,93,0.19,0.47,0.04,0.09,6.16,0.80,0.67,0.78
18955,passivity,n,1103,1.11,0.03,0.00,0.00,0.86,119,114,8,32,82,138,71,539,0.96,0.89,0.06,0.25,0.69,1.09,0.58,4.50
18965,monastic,j,1102,1.11,0.04,0.00,0.00,0.82,81,158,20,21,93,204,56,469,0.65,1.23,0.16,0.17,0.79,1.62,0.46,3.92
18975,twinkle,n,1101,1.11,0.18,0.02,0.00,0.92,94,85,136,79,375,147,129,56,0.76,0.66,1.06,0.63,3.17,1.17,1.06,0.47
18985,motorcade,n,1099,1.11,0.03,0.01,0.00,0.90,43,131,130,320,123,137,189,26,0.35,1.02,1.02,2.54,1.04,1.09,1.55,0.22
18995,defending,j,1098,1.11,0.16,0.02,0.00,0.77,18,16,12,8,30,155,770,89,0.14,0.12,0.09,0.06,0.25,1.23,6.32,0.74
19005,shackle,v,1097,1.10,0.04,0.00,0.00,0.94,111,121,120,143,217,131,177,77,0.89,0.94,0.94,1.13,1.83,1.04,1.45,0.64
19015,panacea,n,1096,1.10,0.00,0.00,0.00,0.92,176,128,7,103,35,226,148,273,1.42,1.00,0.05,0.82,0.30,1.79,1.22,2.28
19025,stunt,v,1095,1.10,0.06,0.01,0.00,0.95,140,169,145,89,98,183,172,99,1.13,1.31,1.13,0.71,0.83,1.45,1.41,0.83
19035,extraneous,j,1094,1.10,0.03,0.00,0.00,0.87,108,166,37,57,90,147,67,422,0.87,1.29,0.29,0.45,0.76,1.17,0.55,3.52
19045,quark,n,1092,1.10,0.00,0.00,0.00,0.79,36,232,55,39,64,301,27,338,0.29,1.80,0.43,0.31,0.54,2.39,0.22,2.82
19055,gripe,v,1091,1.10,0.02,0.01,0.00,0.93,230,143,44,66,136,218,230,29,1.85,1.11,0.34,0.52,1.15,1.73,1.89,0.24
19065,goad,v,1090,1.10,0.09,0.00,0.00,0.93,117,133,59,76,300,162,136,107,0.94,1.03,0.46,0.60,2.54,1.28,1.12,0.89
19075,franciscan,j,1088,1.10,1.00,0.01,0.00,0.81,137,84,12,37,54,208,148,408,1.10,0.65,0.09,0.29,0.46,1.65,1.22,3.41
19085,unfathomable,j,1087,1.09,0.01,0.00,0.00,0.94,173,191,42,69,252,144,123,93,1.39,1.49,0.33,0.55,2.13,1.14,1.01,0.78
19095,sprinter,n,1086,1.09,0.10,0.01,0.00,0.88,116,90,30,62,69,287,375,57,0.93,0.70,0.23,0.49,0.58,2.28,3.08,0.48
19105,tout,n,1086,1.09,0.16,0.01,0.00,0.90,128,98,69,34,77,171,206,303,1.03,0.76,0.54,0.27,0.65,1.36,1.69,2.53
19115,ventilator,n,1085,1.09,0.02,0.00,0.00,0.91,43,94,123,179,163,222,165,96,0.35,0.73,0.96,1.42,1.38,1.76,1.36,0.80
19125,toxicology,n,1083,1.09,0.25,0.00,0.00,0.92,78,105,151,193,69,148,155,184,0.63,0.82,1.18,1.53,0.58,1.17,1.27,1.54
19135,pariah,n,1083,1.09,0.02,0.00,0.00,0.94,169,130,67,128,115,146,159,169,1.36,1.01,0.52,1.01,0.97,1.16,1.31,1.41
19145,soluble,j,1082,1.09,0.04,0.00,0.00,0.84,101,249,14,31,11,346,23,307,0.81,1.94,0.11,0.25,0.09,2.74,0.19,2.56
19155,deleterious,j,1080,1.09,0.01,0.00,0.00,0.87,119,160,10,41,26,120,39,565,0.96,1.24,0.08,0.33,0.22,0.95,0.32,4.72
19165,auditing,n,1079,1.09,0.15,0.00,0.00,0.70,99,233,15,43,14,89,143,443,0.80,1.81,0.12,0.34,0.12,0.71,1.17,3.70
19175,stabbing,n,1078,1.09,0.01,0.00,0.00,0.89,79,81,170,140,154,93,304,57,0.64,0.63,1.33,1.11,1.30,0.74,2.50,0.48
19185,lightness,n,1078,1.09,0.10,0.00,0.00,0.92,96,123,39,37,322,227,110,124,0.77,0.96,0.30,0.29,2.72,1.80,0.90,1.04
19195,eugenics,n,1076,1.08,0.21,0.01,0.00,0.83,249,240,19,35,29,163,80,261,2.00,1.87,0.15,0.28,0.25,1.29,0.66,2.18
19205,self-reliance,n,1075,1.08,0.03,0.00,0.00,0.90,117,153,21,54,35,215,131,349,0.94,1.19,0.16,0.43,0.30,1.71,1.08,2.91
19215,treetop,n,1074,1.08,0.04,0.00,0.00,0.87,32,38,69,35,526,261,78,35,0.26,0.30,0.54,0.28,4.45,2.07,0.64,0.29
19225,treasured,j,1073,1.08,0.06,0.01,0.00,0.94,117,123,59,85,148,260,190,91,0.94,0.96,0.46,0.67,1.25,2.06,1.56,0.76
19235,neurosurgeon,n,1071,1.08,0.05,0.00,0.00,0.89,77,88,147,208,101,202,190,58,0.62,0.68,1.15,1.65,0.85,1.60,1.56,0.48
19245,self-regulation,n,1070,1.08,0.12,0.00,0.00,0.74,54,54,1,25,3,82,55,796,0.43,0.42,0.01,0.20,0.03,0.65,0.45,6.64
19255,catapult,n,1069,1.08,0.12,0.01,0.00,0.93,112,88,175,67,203,237,129,58,0.90,0.68,1.37,0.53,1.72,1.88,1.06,0.48
19265,inwardly,r,1068,1.08,0.11,0.00,0.00,0.87,83,199,17,19,526,63,42,119,0.67,1.55,0.13,0.15,4.45,0.50,0.34,0.99
19275,archetypal,j,1066,1.07,0.03,0.00,0.00,0.85,107,130,19,29,88,190,98,405,0.86,1.01,0.15,0.23,0.74,1.51,0.80,3.38
19285,botch,v,1065,1.07,0.01,0.00,0.00,0.95,142,126,116,183,143,124,203,28,1.14,0.98,0.91,1.45,1.21,0.98,1.67,0.23
19295,kickback,n,1063,1.07,0.04,0.01,0.00,0.92,131,103,106,143,48,153,300,79,1.05,0.80,0.83,1.13,0.41,1.21,2.46,0.66
19305,stockbroker,n,1062,1.07,0.05,0.01,0.00,0.91,48,64,145,113,136,233,281,42,0.39,0.50,1.13,0.90,1.15,1.85,2.31,0.35
19315,keeping,n,1061,1.07,0.08,0.01,0.00,0.95,166,201,120,78,113,155,88,140,1.34,1.56,0.94,0.62,0.96,1.23,0.72,1.17
19325,legging,n,1060,1.07,0.06,0.01,0.00,0.89,90,118,34,83,323,279,90,43,0.72,0.92,0.27,0.66,2.73,2.21,0.74,0.36
19335,corrugated,j,1059,1.07,0.03,0.01,0.00,0.89,37,36,13,40,333,252,174,174,0.30,0.28,0.10,0.32,2.81,2.00,1.43,1.45
19345,exorcism,n,1058,1.07,0.09,0.00,0.00,0.84,70,112,332,144,94,138,69,99,0.56,0.87,2.59,1.14,0.79,1.09,0.57,0.83
19355,unsecured,j,1057,1.06,0.04,0.00,0.00,0.87,213,219,44,47,35,145,190,164,1.71,1.70,0.34,0.37,0.30,1.15,1.56,1.37
19365,look-alike,n,1056,1.06,0.05,0.02,0.00,0.92,88,104,90,136,122,265,206,44,0.71,0.81,0.70,1.08,1.03,2.10,1.69,0.37
19375,high-frequency,j,1055,0.98,0.04,0.00,0.00,0.72,70,53,42,51,19,142,52,544,0.56,0.41,0.33,0.40,0.16,1.13,0.43,4.54
19385,godmother,n,1054,1.06,0.18,0.01,0.00,0.90,52,90,259,111,234,136,124,48,0.42,0.70,2.02,0.88,1.98,1.08,1.02,0.40
19395,delirious,j,1053,1.06,0.09,0.01,0.00,0.93,74,92,212,59,345,135,82,54,0.60,0.72,1.66,0.47,2.92,1.07,0.67,0.45
19405,truckload,n,1051,1.06,0.03,0.00,0.00,0.94,129,90,123,136,131,205,195,42,1.04,0.70,0.96,1.08,1.11,1.63,1.60,0.35
19415,unconscionable,j,1050,1.06,0.02,0.00,0.00,0.90,167,142,64,191,59,120,183,124,1.34,1.10,0.50,1.51,0.50,0.95,1.50,1.04
19425,equalize,v,1049,1.06,0.02,0.00,0.00,0.91,193,144,33,79,82,136,89,293,1.55,1.12,0.26,0.63,0.69,1.08,0.73,2.45
19435,arraignment,n,1048,1.06,0.06,0.01,0.00,0.86,61,66,272,189,74,67,285,34,0.49,0.51,2.12,1.50,0.63,0.53,2.34,0.28
19445,cacophony,n,1047,1.05,0.02,0.01,0.00,0.91,80,79,15,44,389,190,138,112,0.64,0.61,0.12,0.35,3.29,1.51,1.13,0.93
19455,left-hander,n,1046,1.05,0.09,0.00,0.00,0.79,64,104,16,42,16,114,680,9,0.52,0.81,0.12,0.33,0.14,0.90,5.59,0.08
19465,dictum,n,1045,1.05,0.03,0.00,0.00,0.85,129,156,15,14,83,161,81,406,1.04,1.21,0.12,0.11,0.70,1.28,0.67,3.39
19475,elect,n,1043,1.05,0.13,0.01,0.00,0.85,217,332,28,226,34,55,48,103,1.75,2.58,0.22,1.79,0.29,0.44,0.39,0.86
19485,all-day,j,1042,1.05,0.06,0.01,0.00,0.89,84,76,43,60,67,366,250,96,0.68,0.59,0.34,0.48,0.57,2.90,2.05,0.80
19495,proviso,n,1040,1.05,0.36,0.02,0.00,0.66,53,97,17,29,30,76,298,440,0.43,0.75,0.13,0.23,0.25,0.60,2.45,3.67
19505,irrigate,v,1040,1.05,0.04,0.00,0.00,0.91,65,89,97,30,72,241,163,284,0.52,0.69,0.76,0.24,0.61,1.91,1.34,2.37
19515,persian,n,1039,1.05,1.00,0.00,0.00,0.66,91,376,38,42,64,265,41,122,0.73,2.92,0.30,0.33,0.54,2.10,0.34,1.02
19525,tracer,n,1037,1.04,0.17,0.03,0.00,0.76,36,84,131,56,171,136,90,333,0.29,0.65,1.02,0.44,1.45,1.08,0.74,2.78
19535,salmonella,n,1036,1.04,0.13,0.00,0.00,0.83,62,97,72,128,28,203,316,130,0.50,0.75,0.56,1.01,0.24,1.61,2.60,1.09
19545,high-pressure,j,1035,1.04,0.03,0.00,0.00,0.91,59,92,58,62,54,342,188,180,0.47,0.72,0.45,0.49,0.46,2.71,1.54,1.50
19555,threesome,n,1034,1.04,0.06,0.01,0.00,0.91,63,127,363,62,137,146,120,16,0.51,0.99,2.83,0.49,1.16,1.16,0.99,0.13
19565,dialectical,j,1033,1.04,0.05,0.00,0.00,0.79,79,123,3,5,20,51,12,740,0.64,0.96,0.02,0.04,0.17,0.40,0.10,6.18
19575,hotbed,n,1031,1.04,0.02,0.00,0.00,0.92,130,99,37,114,49,235,314,53,1.05,0.77,0.29,0.90,0.41,1.86,2.58,0.44
19585,imperialist,j,1030,1.04,0.05,0.00,0.00,0.87,169,134,38,48,40,104,57,440,1.36,1.04,0.30,0.38,0.34,0.82,0.47,3.67
19595,impressively,r,1029,1.04,0.06,0.00,0.00,0.93,158,165,19,21,123,279,175,89,1.27,1.28,0.15,0.17,1.04,2.21,1.44,0.74
19605,cordless,j,1028,1.04,0.16,0.05,0.00,0.84,56,64,53,67,204,494,67,23,0.45,0.50,0.41,0.53,1.72,3.92,0.55,0.19
19615,foreboding,n,1027,1.03,0.01,0.00,0.00,0.92,95,101,35,60,353,172,114,97,0.76,0.79,0.27,0.48,2.98,1.36,0.94,0.81
19625,basilica,n,1026,1.03,0.53,0.00,0.00,0.87,70,104,39,105,123,210,147,228,0.56,0.81,0.30,0.83,1.04,1.67,1.21,1.90
19635,redress,v,1025,1.03,0.03,0.00,0.00,0.90,118,131,37,56,61,116,96,410,0.95,1.02,0.29,0.44,0.52,0.92,0.79,3.42
19645,masquerade,n,1023,1.03,0.05,0.01,0.00,0.75,32,73,84,18,128,63,51,574,0.26,0.57,0.66,0.14,1.08,0.50,0.42,4.79
19655,wheelbarrow,n,1022,1.03,0.08,0.00,0.00,0.86,49,69,82,61,386,256,80,39,0.39,0.54,0.64,0.48,3.26,2.03,0.66,0.33
19665,smudge,v,1021,1.03,0.05,0.01,0.00,0.88,49,59,146,16,491,200,41,19,0.39,0.46,1.14,0.13,4.15,1.59,0.34,0.16
19675,smattering,n,1020,1.03,0.01,0.00,0.00,0.93,123,111,21,33,238,205,215,74,0.99,0.86,0.16,0.26,2.01,1.63,1.77,0.62
19685,centralize,v,1019,1.03,0.02,0.00,0.00,0.89,152,124,21,77,10,137,116,382,1.22,0.96,0.16,0.61,0.08,1.09,0.95,3.19
19695,layering,n,1017,1.02,0.08,0.00,0.00,0.88,106,117,15,54,30,450,110,135,0.85,0.91,0.12,0.43,0.25,3.57,0.90,1.13
19705,worshipper,n,1016,1.02,0.03,0.01,0.00,0.93,123,239,65,59,155,125,109,141,0.99,1.86,0.51,0.47,1.31,0.99,0.90,1.18
19715,unix,n,1016,1.02,0.89,0.29,0.00,0.82,191,433,9,25,11,190,57,100,1.54,3.37,0.07,0.20,0.09,1.51,0.47,0.83
19725,beef,v,1015,1.02,0.03,0.00,0.00,0.92,97,86,79,163,28,216,312,33,0.78,0.67,0.62,1.29,0.24,1.71,2.56,0.28
19735,monetize,v,1013,1.02,0.00,0.00,0.00,0.85,430,276,15,54,10,136,41,51,3.46,2.15,0.12,0.43,0.08,1.08,0.34,0.43
