rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
35115,ad-hoc,j,242,0.24,0.04,0.00,0.00,0.86,72,60,1,3,4,32,31,39,0.58,0.47,0.01,0.02,0.03,0.25,0.25,0.33
35125,snake-like,j,242,0.24,0.02,0.00,0.00,0.84,7,24,6,4,106,62,16,17,0.06,0.19,0.05,0.03,0.90,0.49,0.13,0.14
35135,krill,n,242,0.24,0.00,0.00,0.00,0.79,24,31,26,8,20,87,18,28,0.19,0.24,0.20,0.06,0.17,0.69,0.15,0.23
35145,sowing,n,242,0.24,0.09,0.01,0.00,0.82,10,63,6,4,23,86,12,38,0.08,0.49,0.05,0.03,0.19,0.68,0.10,0.32
35155,chagrin,v,242,0.24,0.01,0.00,0.00,0.87,22,22,4,18,93,39,31,13,0.18,0.17,0.03,0.14,0.79,0.31,0.25,0.11
35165,bulimic,j,241,0.24,0.05,0.00,0.00,0.86,18,11,55,16,34,55,12,40,0.14,0.09,0.43,0.13,0.29,0.44,0.10,0.33
35175,venerated,j,241,0.24,0.02,0.00,0.00,0.89,25,31,17,6,24,42,34,62,0.20,0.24,0.13,0.05,0.20,0.33,0.28,0.52
35185,twenty-second,m,241,0.24,0.27,0.00,0.00,0.83,20,23,7,8,106,43,1,33,0.16,0.18,0.05,0.06,0.90,0.34,0.01,0.28
35195,bent,n,241,0.24,0.04,0.00,0.00,0.89,39,51,4,8,19,54,27,39,0.31,0.40,0.03,0.06,0.16,0.43,0.22,0.33
35205,reverential,j,241,0.24,0.00,0.00,0.00,0.88,20,34,3,14,37,61,37,35,0.16,0.26,0.02,0.11,0.31,0.48,0.30,0.29
35215,awfulness,n,240,0.24,0.00,0.00,0.00,0.89,51,48,20,8,54,34,17,8,0.41,0.37,0.16,0.06,0.46,0.27,0.14,0.07
35225,trivially,r,240,0.24,0.01,0.00,0.00,0.80,101,86,1,3,4,12,1,32,0.81,0.67,0.01,0.02,0.03,0.10,0.01,0.27
35235,fretful,j,240,0.24,0.04,0.00,0.00,0.87,11,27,7,3,108,45,27,12,0.09,0.21,0.05,0.02,0.91,0.36,0.22,0.10
35245,callously,r,240,0.24,0.00,0.00,0.00,0.90,52,42,16,16,35,30,36,13,0.42,0.33,0.12,0.13,0.30,0.24,0.30,0.11
35255,heh-heh,u,239,0.24,0.80,0.00,0.00,0.79,5,12,187,1,27,2,5,0,0.04,0.09,1.46,0.01,0.23,0.02,0.04,0.00
35265,microenvironment,n,239,0.24,0.00,0.00,0.00,0.60,6,49,0,2,2,46,0,134,0.05,0.38,0.00,0.02,0.02,0.36,0.00,1.12
35275,saccharin,n,239,0.24,0.10,0.00,0.00,0.58,7,65,3,6,6,69,24,59,0.06,0.51,0.02,0.05,0.05,0.55,0.20,0.49
35285,shivering,j,239,0.24,0.01,0.01,0.00,0.81,10,14,3,2,154,31,14,11,0.08,0.11,0.02,0.02,1.30,0.25,0.11,0.09
35295,hymen,n,239,0.24,0.35,0.00,0.00,0.73,29,14,75,9,33,10,9,60,0.23,0.11,0.59,0.07,0.28,0.08,0.07,0.50
35305,anti-imperialist,j,238,0.24,0.10,0.00,0.00,0.66,22,30,0,3,11,30,9,133,0.18,0.23,0.00,0.02,0.09,0.24,0.07,1.11
35315,living-room,n,238,0.24,0.10,0.08,0.00,0.71,33,33,5,5,126,27,4,5,0.27,0.26,0.04,0.04,1.06,0.21,0.03,0.04
35325,inanity,n,238,0.24,0.01,0.00,0.00,0.86,79,42,5,3,41,36,20,12,0.64,0.33,0.04,0.02,0.35,0.29,0.16,0.10
35335,treble,n,238,0.24,0.16,0.00,0.00,0.85,18,12,25,15,38,76,25,29,0.14,0.09,0.20,0.12,0.32,0.60,0.21,0.24
35345,felonious,j,238,0.24,0.00,0.00,0.00,0.84,31,24,28,33,26,27,57,12,0.25,0.19,0.22,0.26,0.22,0.21,0.47,0.10
35355,discovered,j,237,0.24,0.01,0.00,0.00,0.89,35,57,12,15,19,37,23,39,0.28,0.44,0.09,0.12,0.16,0.29,0.19,0.33
35365,menthol,n,237,0.24,0.05,0.00,0.00,0.81,49,2,41,11,55,54,17,8,0.39,0.02,0.32,0.09,0.46,0.43,0.14,0.07
35375,whiff,v,237,0.24,0.03,0.00,0.00,0.86,40,25,13,5,45,49,58,2,0.32,0.19,0.10,0.04,0.38,0.39,0.48,0.02
35385,gawky,j,237,0.24,0.03,0.00,0.00,0.85,7,17,13,9,116,37,29,9,0.06,0.13,0.10,0.07,0.98,0.29,0.24,0.08
35395,afterschool,j,237,0.24,0.16,0.00,178.00,0.82,49,45,9,12,15,46,18,43,0.39,0.35,0.07,0.10,0.13,0.36,0.15,0.36
35405,collegian,n,236,0.24,0.33,0.01,0.00,0.82,36,23,2,4,3,40,92,36,0.29,0.18,0.02,0.03,0.03,0.32,0.76,0.30
35415,ganache,n,236,0.24,0.14,0.01,0.00,0.78,23,12,21,12,20,59,89,0,0.19,0.09,0.16,0.10,0.17,0.47,0.73,0.00
35425,witticism,n,236,0.24,0.00,0.00,0.00,0.88,19,37,11,10,70,43,19,27,0.15,0.29,0.09,0.08,0.59,0.34,0.16,0.23
35435,cyborg,j,236,0.24,0.00,0.00,0.00,0.84,33,54,53,3,36,35,8,14,0.27,0.42,0.41,0.02,0.30,0.28,0.07,0.12
35445,originalist,n,236,0.24,0.00,0.00,0.00,0.61,36,27,1,41,1,9,8,113,0.29,0.21,0.01,0.33,0.01,0.07,0.07,0.94
35455,quad-core,j,235,0.24,0.00,0.00,0.00,0.76,119,64,0,0,2,72,3,3,0.96,0.50,0.00,0.00,0.02,0.57,0.02,0.03
35465,self-injury,n,235,0.24,0.14,0.00,0.00,0.35,10,8,0,1,1,13,14,188,0.08,0.06,0.00,0.01,0.01,0.10,0.11,1.57
35475,jollies,n,235,0.24,0.12,0.01,223.00,0.92,39,26,63,19,43,20,21,4,0.31,0.20,0.49,0.15,0.36,0.16,0.17,0.03
35485,encroaching,j,235,0.24,0.00,0.00,0.00,0.88,23,31,2,2,82,50,23,22,0.19,0.24,0.02,0.02,0.69,0.40,0.19,0.18
35495,galilean,j,235,0.24,1.00,0.01,0.00,0.81,28,32,3,4,14,118,3,33,0.23,0.25,0.02,0.03,0.12,0.94,0.02,0.28
35505,pincer,n,235,0.24,0.01,0.00,0.00,0.79,6,10,18,6,125,40,11,19,0.05,0.08,0.14,0.05,1.06,0.32,0.09,0.16
35515,beanstalk,n,234,0.24,0.41,0.02,0.00,0.82,16,16,51,4,87,24,29,7,0.13,0.12,0.40,0.03,0.74,0.19,0.24,0.06
35525,role-play,n,234,0.24,0.09,0.02,0.00,0.83,11,15,39,7,10,44,8,100,0.09,0.12,0.30,0.06,0.08,0.35,0.07,0.83
35535,curly-haired,j,234,0.24,0.04,0.01,0.00,0.87,6,15,25,8,95,49,33,3,0.05,0.12,0.20,0.06,0.80,0.39,0.27,0.03
35545,vesting,n,234,0.24,0.09,0.00,0.00,0.72,26,45,12,3,4,25,70,49,0.21,0.35,0.09,0.02,0.03,0.20,0.57,0.41
35555,ornately,r,234,0.24,0.01,0.00,0.00,0.85,7,15,0,3,115,50,32,12,0.06,0.12,0.00,0.02,0.97,0.40,0.26,0.10
35565,hereabouts,r,233,0.23,0.03,0.00,0.00,0.84,22,13,17,2,125,28,20,6,0.18,0.10,0.13,0.02,1.06,0.22,0.16,0.05
35575,conjunto,n,233,0.23,0.12,0.00,0.00,0.31,0,1,2,16,8,7,40,159,0.00,0.01,0.02,0.13,0.07,0.06,0.33,1.33
35585,fledge,v,233,0.23,0.00,0.00,0.00,0.84,13,23,7,8,18,64,34,66,0.10,0.18,0.05,0.06,0.15,0.51,0.28,0.55
35595,exhibitionist,n,233,0.23,0.04,0.00,0.00,0.87,24,13,28,27,40,39,24,38,0.19,0.10,0.22,0.21,0.34,0.31,0.20,0.32
35605,anti-racist,j,232,0.23,0.13,0.00,0.00,0.79,85,32,4,26,1,26,19,39,0.68,0.25,0.03,0.21,0.01,0.21,0.16,0.33
35615,mascarpone,n,232,0.23,0.17,0.00,0.00,0.76,4,7,7,15,5,93,98,0,0.03,0.05,0.05,0.12,0.04,0.74,0.80,0.00
35625,incompletion,n,232,0.23,0.02,0.00,0.00,0.82,70,34,1,1,7,16,83,20,0.56,0.26,0.01,0.01,0.06,0.13,0.68,0.17
35635,triple-digit,j,232,0.23,0.04,0.00,0.00,0.81,18,25,4,54,3,52,69,7,0.14,0.19,0.03,0.43,0.03,0.41,0.57,0.06
35645,microfilm,v,232,0.23,0.04,0.00,0.00,0.40,9,25,10,5,6,23,8,146,0.07,0.19,0.08,0.04,0.05,0.18,0.07,1.22
35655,pulsed,j,232,0.23,0.12,0.00,0.00,0.80,12,19,4,2,19,51,7,118,0.10,0.15,0.03,0.02,0.16,0.40,0.06,0.99
35665,buttonhole,n,232,0.31,0.01,0.00,0.00,0.87,15,29,13,10,124,68,40,11,0.12,0.23,0.10,0.08,1.05,0.54,0.33,0.09
35675,blood-curdling,j,231,0.23,0.06,0.01,0.00,0.88,23,25,12,16,88,37,23,7,0.19,0.19,0.09,0.13,0.74,0.29,0.19,0.06
35685,perfidy,n,231,0.23,0.03,0.00,0.00,0.87,51,46,4,11,38,30,16,35,0.41,0.36,0.03,0.09,0.32,0.24,0.13,0.29
35695,show-and-tell,j,231,0.23,0.05,0.01,204.00,0.88,7,9,77,23,34,43,21,17,0.06,0.07,0.60,0.18,0.29,0.34,0.17,0.14
35705,cloudiness,n,231,0.23,0.06,0.00,0.00,0.63,36,87,6,12,20,34,18,18,0.29,0.68,0.05,0.10,0.17,0.27,0.15,0.15
35715,epidural,j,230,0.23,0.06,0.00,0.00,0.46,26,34,21,10,5,13,12,109,0.21,0.26,0.16,0.08,0.04,0.10,0.10,0.91
35725,gimlet,n,230,0.23,0.24,0.02,0.00,0.76,13,10,41,5,123,16,22,0,0.10,0.08,0.32,0.04,1.04,0.13,0.18,0.00
35735,nubian,j,230,0.23,1.00,0.01,0.00,0.80,15,23,33,5,30,42,28,54,0.12,0.18,0.26,0.04,0.25,0.33,0.23,0.45
35745,dipstick,n,229,0.23,0.13,0.00,0.00,0.84,17,24,74,15,22,60,7,10,0.14,0.19,0.58,0.12,0.19,0.48,0.06,0.08
35755,yearning,j,229,0.23,0.01,0.00,0.00,0.89,20,37,9,13,61,39,26,24,0.16,0.29,0.07,0.10,0.52,0.31,0.21,0.20
35765,horn,v,229,0.23,0.00,0.00,0.00,0.82,13,12,31,9,47,65,23,29,0.10,0.09,0.24,0.07,0.40,0.52,0.19,0.24
35775,infeasible,j,229,0.23,0.00,0.00,0.00,0.79,33,66,0,6,2,26,12,84,0.27,0.51,0.00,0.05,0.02,0.21,0.10,0.70
35785,reversibility,n,229,0.23,0.09,0.01,0.00,0.40,1,12,0,2,2,11,1,200,0.01,0.09,0.00,0.02,0.02,0.09,0.01,1.67
35795,beside,r,228,0.23,0.21,0.00,0.00,0.87,28,39,38,10,82,15,5,11,0.23,0.30,0.30,0.08,0.69,0.12,0.04,0.09
35805,snobbish,j,228,0.23,0.01,0.00,0.00,0.89,34,35,13,18,48,34,27,19,0.27,0.27,0.10,0.14,0.41,0.27,0.22,0.16
35815,inelegant,j,228,0.23,0.02,0.00,0.00,0.90,31,42,13,11,62,38,15,16,0.25,0.33,0.10,0.09,0.52,0.30,0.12,0.13
35825,grouch,n,228,0.23,0.35,0.03,0.00,0.82,31,15,43,33,45,26,33,2,0.25,0.12,0.34,0.26,0.38,0.21,0.27,0.02
35835,ironical,j,228,0.23,0.04,0.00,0.00,0.85,19,31,19,11,51,17,10,70,0.15,0.24,0.15,0.09,0.43,0.13,0.08,0.58
35845,blinded,j,228,0.23,0.07,0.00,0.00,0.83,20,35,11,9,31,24,12,86,0.16,0.27,0.09,0.07,0.26,0.19,0.10,0.72
35855,prebiotic,j,227,0.23,0.03,0.00,0.00,0.23,7,46,0,3,2,61,6,102,0.06,0.36,0.00,0.02,0.02,0.48,0.05,0.85
35865,hepatocyte,n,227,0.23,0.00,0.00,0.00,0.46,36,21,0,0,0,9,0,161,0.29,0.16,0.00,0.00,0.00,0.07,0.00,1.34
35875,consonance,n,227,0.23,0.01,0.00,0.00,0.61,15,18,1,6,11,10,5,161,0.12,0.14,0.01,0.05,0.09,0.08,0.04,1.34
35885,toppling,n,227,0.23,0.02,0.00,0.00,0.88,19,35,4,34,34,31,37,33,0.15,0.27,0.03,0.27,0.29,0.25,0.30,0.28
35895,familiarly,r,227,0.23,0.00,0.00,0.00,0.87,10,51,1,3,81,28,18,35,0.08,0.40,0.01,0.02,0.68,0.22,0.15,0.29
35905,tollbooth,n,227,0.23,0.13,0.01,0.00,0.85,11,22,49,20,48,43,29,5,0.09,0.17,0.38,0.16,0.41,0.34,0.24,0.04
35915,baathist,j,226,0.23,1.00,0.00,0.00,0.75,13,21,0,41,6,47,62,36,0.10,0.16,0.00,0.33,0.05,0.37,0.51,0.30
35925,explained,j,226,0.23,0.00,0.00,0.00,0.74,14,10,2,2,8,6,6,178,0.11,0.08,0.02,0.02,0.07,0.05,0.05,1.49
35935,cruncher,n,226,0.23,0.10,0.04,0.00,0.87,40,30,24,12,18,57,35,10,0.32,0.23,0.19,0.10,0.15,0.45,0.29,0.08
35945,zen-like,j,226,0.23,0.81,0.00,0.00,0.87,13,27,11,18,32,78,42,5,0.10,0.21,0.09,0.14,0.27,0.62,0.34,0.04
35955,repack,v,226,0.23,0.04,0.00,0.00,0.86,20,12,29,14,86,45,14,6,0.16,0.09,0.23,0.11,0.73,0.36,0.11,0.05
35965,raconteur,n,225,0.23,0.16,0.01,0.00,0.84,14,26,14,22,25,51,48,25,0.11,0.20,0.11,0.17,0.21,0.40,0.39,0.21
35975,front-facing,j,225,0.23,0.02,0.00,0.00,0.77,73,55,2,1,5,77,10,2,0.59,0.43,0.02,0.01,0.04,0.61,0.08,0.02
35985,stapes,n,225,0.23,0.00,0.00,0.00,0.41,2,10,3,0,0,10,0,200,0.02,0.08,0.02,0.00,0.00,0.08,0.00,1.67
35995,inoperative,j,225,0.23,0.04,0.00,0.00,0.87,13,50,42,10,30,34,21,25,0.10,0.39,0.33,0.08,0.25,0.27,0.17,0.21
36005,wile,v,225,0.23,0.34,0.00,0.00,0.88,65,40,19,44,11,17,15,14,0.52,0.31,0.15,0.35,0.09,0.13,0.12,0.12
36015,wayfarer,n,225,0.23,0.40,0.00,0.00,0.83,16,32,11,8,66,32,21,39,0.13,0.25,0.09,0.06,0.56,0.25,0.17,0.33
36025,near-fatal,j,225,0.23,0.00,0.00,0.00,0.88,7,22,12,22,22,57,66,17,0.06,0.17,0.09,0.17,0.19,0.45,0.54,0.14
36035,bier,n,224,0.23,0.39,0.00,0.00,0.80,18,21,9,3,72,22,46,33,0.14,0.16,0.07,0.02,0.61,0.17,0.38,0.28
36045,anthropic,j,224,0.23,0.20,0.00,0.00,0.67,37,55,2,1,7,80,3,39,0.30,0.43,0.02,0.01,0.06,0.63,0.02,0.33
36055,unseeing,j,224,0.23,0.01,0.00,0.00,0.80,4,22,2,1,156,17,9,13,0.03,0.17,0.02,0.01,1.32,0.13,0.07,0.11
36065,perfumer,n,224,0.23,0.01,0.01,0.00,0.72,47,23,12,8,27,78,26,3,0.38,0.18,0.09,0.06,0.23,0.62,0.21,0.03
36075,non-sectarian,j,224,0.23,0.04,0.00,0.00,0.83,22,31,3,12,6,35,32,83,0.18,0.24,0.02,0.10,0.05,0.28,0.26,0.69
36085,regulative,j,223,0.22,0.04,0.01,0.00,0.54,15,24,0,0,2,7,1,174,0.12,0.19,0.00,0.00,0.02,0.06,0.01,1.45
36095,clean,r,223,0.22,0.03,0.00,0.00,0.89,29,22,71,10,48,25,14,8,0.23,0.17,0.55,0.08,0.41,0.20,0.11,0.07
36105,creamer,n,223,0.22,0.03,0.03,0.00,0.85,28,24,37,5,53,61,14,1,0.23,0.19,0.29,0.04,0.45,0.48,0.11,0.01
36115,fist,v,223,0.22,0.08,0.00,0.00,0.86,19,38,38,18,85,12,4,9,0.15,0.30,0.30,0.14,0.72,0.10,0.03,0.08
36125,pictograph,n,223,0.22,0.04,0.01,0.00,0.79,6,37,15,2,29,56,48,30,0.05,0.29,0.12,0.02,0.25,0.44,0.39,0.25
36135,sippy,j,222,0.22,0.05,0.00,0.00,0.83,32,20,33,25,42,51,8,11,0.26,0.16,0.26,0.20,0.35,0.40,0.07,0.09
36145,anointing,n,222,0.22,0.04,0.00,0.00,0.81,46,81,21,13,7,38,7,9,0.37,0.63,0.16,0.10,0.06,0.30,0.06,0.08
36155,tutee,n,222,0.22,0.01,0.00,0.00,0.24,0,4,2,1,1,0,0,214,0.00,0.03,0.02,0.01,0.01,0.00,0.00,1.79
36165,invitee,n,222,0.22,0.04,0.00,0.00,0.87,38,22,3,6,10,35,81,27,0.31,0.17,0.02,0.05,0.08,0.28,0.67,0.23
36175,public/private,j,222,0.22,0.14,0.00,0.00,0.86,43,26,1,21,1,22,34,74,0.35,0.20,0.01,0.17,0.01,0.17,0.28,0.62
36185,brazier,n,222,0.22,0.02,0.00,0.00,0.76,7,12,3,2,163,19,3,13,0.06,0.09,0.02,0.02,1.38,0.15,0.02,0.11
36195,chained,j,221,0.22,0.14,0.00,0.00,0.85,25,41,13,4,55,32,25,26,0.20,0.32,0.10,0.03,0.46,0.25,0.21,0.22
36205,vindicated,j,221,0.22,0.11,0.01,0.00,0.87,35,20,3,60,22,24,34,23,0.28,0.16,0.02,0.48,0.19,0.19,0.28,0.19
36215,jelly-roll,j,221,0.22,0.00,0.00,0.00,0.51,0,1,0,0,0,208,12,0,0.00,0.01,0.00,0.00,0.00,1.65,0.10,0.00
36225,scattershot,n,221,0.22,0.01,0.00,0.00,0.88,34,27,5,12,26,52,47,18,0.27,0.21,0.04,0.10,0.22,0.41,0.39,0.15
36235,rezone,v,221,0.22,0.00,0.00,0.00,0.74,17,13,8,7,9,7,155,5,0.14,0.10,0.06,0.06,0.08,0.06,1.27,0.04
36245,marketeer,n,220,0.22,0.05,0.01,0.00,0.83,42,41,8,17,13,42,33,24,0.34,0.32,0.06,0.13,0.11,0.33,0.27,0.20
36255,piezoelectric,j,220,0.22,0.11,0.00,0.00,0.68,6,11,4,2,15,60,0,122,0.05,0.09,0.03,0.02,0.13,0.48,0.00,1.02
36265,solenoid,n,220,0.22,0.13,0.00,0.00,0.78,22,14,22,1,31,48,4,78,0.18,0.11,0.17,0.01,0.26,0.38,0.03,0.65
36275,interest-only,j,220,0.22,0.06,0.00,0.00,0.40,7,12,2,32,2,49,113,3,0.06,0.09,0.02,0.25,0.02,0.39,0.93,0.03
36285,yesterday,n,220,0.22,0.05,0.00,195.00,0.81,44,30,19,66,30,10,17,4,0.35,0.23,0.15,0.52,0.25,0.08,0.14,0.03
36295,candy,v,220,0.22,0.00,0.00,0.00,0.84,14,11,13,6,46,60,69,1,0.11,0.09,0.10,0.05,0.39,0.48,0.57,0.01
36305,disarmingly,r,219,0.22,0.01,0.00,0.00,0.87,18,23,2,4,53,62,44,13,0.14,0.18,0.02,0.03,0.45,0.49,0.36,0.11
36315,sputter,n,219,0.22,0.04,0.03,0.00,0.86,11,10,7,5,102,32,31,21,0.09,0.08,0.05,0.04,0.86,0.25,0.25,0.18
36325,long-delayed,j,219,0.22,0.02,0.00,0.00,0.88,16,34,2,16,18,38,77,18,0.13,0.26,0.02,0.13,0.15,0.30,0.63,0.15
36335,ignominy,n,219,0.22,0.04,0.00,0.00,0.86,18,51,4,4,41,40,34,27,0.14,0.40,0.03,0.03,0.35,0.32,0.28,0.23
36345,slanting,j,219,0.22,0.00,0.00,0.00,0.80,2,13,1,3,141,42,14,3,0.02,0.10,0.01,0.02,1.19,0.33,0.11,0.03
36355,dual-core,j,218,0.22,0.06,0.03,0.00,0.72,68,48,0,0,0,98,3,1,0.55,0.37,0.00,0.00,0.00,0.78,0.02,0.01
36365,roofline,n,218,0.22,0.00,0.00,0.00,0.85,10,10,4,2,56,86,34,16,0.08,0.08,0.03,0.02,0.47,0.68,0.28,0.13
36375,secularize,v,218,0.22,0.00,0.00,0.00,0.84,20,25,1,27,4,36,15,90,0.16,0.19,0.01,0.21,0.03,0.29,0.12,0.75
36385,plainclothes,j,218,0.22,0.16,0.09,0.00,0.75,0,0,0,0,95,32,84,7,0.00,0.00,0.00,0.00,0.80,0.25,0.69,0.06
36395,overdrawn,j,217,0.22,0.01,0.00,0.00,0.87,19,13,26,31,23,21,47,37,0.15,0.10,0.20,0.25,0.19,0.17,0.39,0.31
36405,octogenarian,n,217,0.22,0.01,0.00,0.00,0.88,26,24,9,3,44,42,44,25,0.21,0.19,0.07,0.02,0.37,0.33,0.36,0.21
36415,heavy-metal,j,217,0.22,0.02,0.00,0.00,0.82,3,7,14,3,20,93,58,19,0.02,0.05,0.11,0.02,0.17,0.74,0.48,0.16
36425,tortellini,n,217,0.22,0.17,0.02,0.00,0.78,4,11,12,19,29,95,47,0,0.03,0.09,0.09,0.15,0.25,0.75,0.39,0.00
36435,fish-eye,j,217,0.22,0.14,0.04,0.00,0.76,37,23,9,2,47,63,12,25,0.30,0.18,0.07,0.02,0.40,0.50,0.10,0.21
36445,exhibitionism,n,217,0.22,0.07,0.02,0.00,0.75,11,13,12,12,21,56,23,69,0.09,0.10,0.09,0.10,0.18,0.44,0.19,0.58
36455,pitting,n,217,0.22,0.04,0.00,0.00,0.71,17,28,16,15,12,32,28,69,0.14,0.22,0.12,0.12,0.10,0.25,0.23,0.58
36465,all-seeing,j,216,0.22,0.08,0.00,0.00,0.89,28,31,31,6,45,33,15,27,0.23,0.24,0.24,0.05,0.38,0.26,0.12,0.23
36475,untangled,j,216,0.22,0.02,0.00,0.00,0.85,12,24,14,7,107,25,16,11,0.10,0.19,0.11,0.06,0.90,0.20,0.13,0.09
36485,temptress,n,216,0.22,0.10,0.01,0.00,0.89,27,13,45,23,36,34,25,13,0.22,0.10,0.35,0.18,0.30,0.27,0.21,0.11
36495,dearie,n,216,0.22,0.06,0.00,0.00,0.81,14,17,94,4,77,6,2,2,0.11,0.13,0.73,0.03,0.65,0.05,0.02,0.02
36505,overeager,j,216,0.22,0.02,0.00,0.00,0.89,23,19,23,11,59,46,28,7,0.19,0.15,0.18,0.09,0.50,0.36,0.23,0.06
36515,nonsurgical,j,215,0.22,0.09,0.00,0.00,0.84,16,24,6,22,1,67,20,59,0.13,0.19,0.05,0.17,0.01,0.53,0.16,0.49
36525,paschal,j,215,0.22,0.43,0.00,0.00,0.75,9,62,3,1,6,45,9,80,0.07,0.48,0.02,0.01,0.05,0.36,0.07,0.67
36535,home-improvement,j,215,0.22,0.03,0.00,0.00,0.81,6,17,1,4,9,89,83,6,0.05,0.13,0.01,0.03,0.08,0.71,0.68,0.05
36545,flycatcher,n,215,0.22,0.03,0.01,0.00,0.40,10,21,3,3,14,49,12,103,0.08,0.16,0.02,0.02,0.12,0.39,0.10,0.86
36555,around-the-clock,j,215,0.22,0.02,0.00,0.00,0.88,11,16,21,31,7,42,69,18,0.09,0.12,0.16,0.25,0.06,0.33,0.57,0.15
36565,mythologize,v,214,0.22,0.00,0.00,0.00,0.88,24,22,7,16,11,40,36,58,0.19,0.17,0.05,0.13,0.09,0.32,0.30,0.48
36575,leitmotif,n,214,0.22,0.02,0.00,0.00,0.85,10,20,1,2,20,44,29,88,0.08,0.16,0.01,0.02,0.17,0.35,0.24,0.73
36585,swill,n,214,0.22,0.00,0.00,0.00,0.87,49,21,43,0,49,28,19,5,0.39,0.16,0.34,0.00,0.41,0.22,0.16,0.04
36595,permissiveness,n,214,0.22,0.02,0.00,0.00,0.82,10,24,4,20,8,45,20,83,0.08,0.19,0.03,0.16,0.07,0.36,0.16,0.69
36605,decant,v,214,0.22,0.07,0.00,0.00,0.86,27,17,17,5,64,37,20,27,0.22,0.13,0.13,0.04,0.54,0.29,0.16,0.23
36615,overdone,j,213,0.21,0.08,0.01,0.00,0.88,39,34,22,10,46,29,27,6,0.31,0.26,0.17,0.08,0.39,0.23,0.22,0.05
36625,non-racial,j,213,0.21,0.01,0.00,0.00,0.67,8,4,0,27,0,22,52,100,0.06,0.03,0.00,0.21,0.00,0.17,0.43,0.83
36635,striatum,n,213,0.21,0.00,0.00,0.00,0.60,2,125,0,0,5,29,5,47,0.02,0.97,0.00,0.00,0.04,0.23,0.04,0.39
36645,interleague,j,213,0.21,0.02,0.00,122.00,0.63,28,11,2,13,3,13,141,0,0.23,0.09,0.02,0.10,0.03,0.10,1.16,0.00
36655,half-asleep,j,213,0.21,0.06,0.00,0.00,0.81,9,6,15,10,141,18,10,4,0.07,0.05,0.12,0.08,1.19,0.14,0.08,0.03
36665,showplace,n,213,0.21,0.02,0.00,0.00,0.84,10,4,3,11,34,62,77,12,0.08,0.03,0.02,0.09,0.29,0.49,0.63,0.10
36675,matchmaking,j,213,0.21,0.10,0.01,0.00,0.80,18,13,25,13,40,36,36,32,0.14,0.10,0.20,0.10,0.34,0.29,0.30,0.27
36685,drought-tolerant,j,212,0.21,0.04,0.00,0.00,0.76,14,7,1,10,2,111,54,13,0.11,0.05,0.01,0.08,0.02,0.88,0.44,0.11
36695,unflinchingly,r,212,0.21,0.02,0.00,0.00,0.89,27,35,9,8,36,39,35,23,0.22,0.27,0.07,0.06,0.30,0.31,0.29,0.19
36705,strangler,n,212,0.21,0.48,0.01,0.00,0.74,11,9,62,38,41,27,15,9,0.09,0.07,0.48,0.30,0.35,0.21,0.12,0.08
36715,prekindergarten,j,212,0.21,0.01,0.00,155.00,0.71,3,12,0,8,0,18,44,127,0.02,0.09,0.00,0.06,0.00,0.14,0.36,1.06
36725,noiselessly,r,211,0.21,0.05,0.00,0.00,0.77,7,23,0,0,153,19,6,3,0.06,0.18,0.00,0.00,1.29,0.15,0.05,0.03
36735,frictional,j,211,0.21,0.03,0.00,0.00,0.70,33,35,3,1,4,19,4,112,0.27,0.27,0.02,0.01,0.03,0.15,0.03,0.93
36745,knowledgable,j,211,0.21,0.00,0.00,0.00,0.83,100,74,2,1,2,5,18,9,0.80,0.58,0.02,0.01,0.02,0.04,0.15,0.08
36755,unalterable,j,211,0.21,0.00,0.00,0.00,0.87,25,51,4,5,33,26,11,56,0.20,0.40,0.03,0.04,0.28,0.21,0.09,0.47
36765,snowbound,j,211,0.21,0.08,0.00,0.00,0.86,10,11,10,34,44,59,34,9,0.08,0.09,0.08,0.27,0.37,0.47,0.28,0.08
36775,neologism,n,211,0.21,0.03,0.00,0.00,0.83,33,40,0,2,10,28,5,93,0.27,0.31,0.00,0.02,0.08,0.22,0.04,0.78
36785,pillage,n,210,0.21,0.04,0.00,0.00,0.89,43,38,22,11,23,27,19,27,0.35,0.30,0.17,0.09,0.19,0.21,0.16,0.23
36795,unsurprised,j,210,0.21,0.02,0.00,0.00,0.83,33,28,2,3,115,16,7,6,0.27,0.22,0.02,0.02,0.97,0.13,0.06,0.05
36805,initial,v,210,0.21,0.08,0.00,0.00,0.83,10,18,22,31,35,44,28,22,0.08,0.14,0.17,0.25,0.30,0.35,0.23,0.18
36815,corpulent,j,210,0.21,0.01,0.00,0.00,0.84,11,16,6,11,106,33,9,18,0.09,0.12,0.05,0.09,0.90,0.26,0.07,0.15
36825,brane,n,210,0.21,0.06,0.00,0.00,0.60,5,54,13,0,44,51,13,30,0.04,0.42,0.10,0.00,0.37,0.40,0.11,0.25
36835,capping,n,209,0.21,0.06,0.00,0.00,0.75,32,28,7,33,5,14,34,56,0.26,0.22,0.05,0.26,0.04,0.11,0.28,0.47
36845,cotillion,n,209,0.21,0.20,0.00,0.00,0.77,6,6,99,10,44,17,20,7,0.05,0.05,0.77,0.08,0.37,0.13,0.16,0.06
